,year,community,Electricity,Gas,Greenhouse Gas
548,2021,SOUTH DEERING,41322.871324904954,57087.21529426533,8.934236820912515
549,2021,SOUTH LAWNDALE,44760.05446519311,62692.38273884144,9.723173137316794
550,2021,SOUTH SHORE,20968.765474081076,71821.48025323014,6.809571173154102
551,2021,UPTOWN,23005.875523093884,50007.45032961392,5.941970662208798
552,2021,WASHINGTON HEIGHTS,43011.99631458667,56127.577407841905,9.124418202999095
553,2021,WASHINGTON PARK,18589.19046090317,54101.54872714928,5.528495419308961
554,2021,WEST ELSDON,48427.447386140244,33165.12301458422,8.67809534068443
555,2021,WEST ENGLEWOOD,43924.630517182195,56249.79472639302,9.261567124254164
556,2021,WEST GARFIELD PARK,21414.871278099785,44636.35576077924,5.42968764374698
557,2021,WEST LAWN,38772.06762047148,34585.237984311854,7.374758795463572
558,2021,WEST PULLMAN,36798.14698705778,56250.92735155361,8.243354962655959
559,2021,WEST RIDGE,22466.71813116115,63776.59995009917,6.596384333497768
560,2021,WEST TOWN,32057.973255114473,45342.30988329417,6.9866180604865615
561,2021,WOODLAWN,41034.37308151395,29868.893349963862,10.456397355258927
562,2022,ALBANY PARK,25117.25231425817,49808.06052625847,5.953858423653613
563,2022,ARCHER HEIGHTS,62119.88489881847,50865.97561182398,10.936544300796625
564,2022,ARMOUR SQUARE,28663.73785291962,47495.01663475561,6.298098392836303
565,2022,ASHBURN,28316.982713547943,43813.26160240728,6.056809603117031
566,2022,AUBURN GRESHAM,29150.035010744617,55456.58011936896,6.784968344049256
567,2022,AUSTIN,26652.012354459453,66234.02851636603,7.028925436961674
568,2022,AVALON PARK,15260.226058202357,32955.0649774208,3.7601249365591243
569,2022,AVONDALE,40607.39555989986,68688.03672450971,8.996760626725035
570,2022,BELMONT CRAGIN,32496.67634488553,45714.82594545711,6.726622438790411
571,2022,BEVERLY,30729.240383030672,23359.177376930653,5.287862549519729
572,2022,BRIDGEPORT,21460.744412651602,67701.3796788861,6.42253599062571
573,2022,BRIGHTON PARK,36356.73798389766,43979.447104966384,7.167147901058077
574,2022,BURNSIDE,11404.08807476403,43389.423460687205,3.8066211572252713
575,2022,CALUMET HEIGHTS,43557.79771331314,63047.989922695444,9.08599802293743
576,2022,CHATHAM,36817.790508911115,52307.55517581262,7.627817224953438
577,2022,CHICAGO LAWN,31609.015481376155,73024.21349666743,7.84370813987564
578,2022,CLEARING,12433.841564802031,54217.549605473985,4.517650378402346
579,2022,DOUGLAS,21166.80297405359,105223.54354008642,8.7255905746651
580,2022,DUNNING,30085.26607388625,46493.425800964906,6.439511471264912
581,2022,EAST GARFIELD PARK,40068.35254392098,49782.072021064974,7.921658103324337
582,2022,EAST SIDE,26158.167116345234,65048.24826213377,6.900114252986848
583,2022,EDGEWATER,23923.45091695378,58117.47815033001,6.237923524327806
584,2022,EDISON PARK,29177.3466070703,33081.4367287581,5.599991445497124
585,2022,ENGLEWOOD,33749.86011693074,60348.847037193766,7.675923282115979
586,2022,FOREST GLEN,36516.49532636161,48100.99309162277,7.364647662173216
587,2022,FULLER PARK,19598.22731666635,71201.92810705282,6.363369282965939
588,2022,GAGE PARK,38322.78121786428,47483.68952831746,7.638844291095847
589,2022,GARFIELD RIDGE,47149.34768012338,44023.63209193072,8.548387454471362
590,2022,GRAND BOULEVARD,30104.759518663963,59452.43700694273,7.123084121977662
591,2022,GREATER GRAND CROSSING,24055.46880517876,58928.469320494565,6.298473551957676
592,2022,HEGEWISCH,48757.097062778535,76086.215400267,10.462916267351424
593,2022,HERMOSA,27891.96690368204,51899.313994067874,6.430433446634998
594,2022,HUMBOLDT PARK,29598.108876334958,45727.43876749881,6.346178395407583
595,2022,HYDE PARK,30215.033626860633,43411.47405674838,9.272767232297362
596,2022,IRVING PARK,18030.515076230735,51264.00337888901,5.0978150583669875
597,2022,JEFFERSON PARK,17210.326549981517,58903.45811475001,5.395354441592008
598,2022,KENWOOD,19609.201840295427,66599.48525710133,6.126581743986573
599,2022,LAKEVIEW,22658.16558487144,55523.199751262495,5.944268451596779
600,2022,LINCOLN PARK,31723.13351029402,54600.774234481876,7.081381909529034
601,2022,LINCOLN SQUARE,33012.54318724916,65907.019267111,7.889602565333958
602,2022,LOGAN SQUARE,28559.7295033674,39560.68331652936,5.862978763686857
603,2022,LOOP,41905.443222291164,32466.608118002536,7.361551115311992
604,2022,LOWER WEST SIDE,33418.26917317045,44790.73262000797,6.863547455159748
605,2022,MCKINLEY PARK,15552.0250385609,9218.18418388107,2.538158728957105
606,2022,MONTCLARE,31247.54998080286,56121.75215193088,7.096608697615421
607,2022,MORGAN PARK,43670.12700827212,65945.30930241018,9.254601943222616
608,2022,MOUNT GREENWOOD,31808.40886742436,46246.164383793,6.711161185480194
609,2022,NEAR NORTH SIDE,33940.18158868803,43587.07121369545,6.81337723342196
610,2022,NEAR SOUTH SIDE,24669.441794981627,43032.306346108344,5.549487001679767
611,2022,NEAR WEST SIDE,37164.6717173522,36085.754680981605,6.821834854897495
612,2022,NEW CITY,28202.30022128525,52164.599525488506,6.498780508793955
613,2022,NORTH CENTER,31952.933894157766,52854.52576405289,7.015987106461154
614,2022,NORTH LAWNDALE,21453.495948978234,43699.53802828242,5.146840753927784
615,2022,NORTH PARK,37403.26920017579,44655.66161990451,7.309451822420188
616,2022,NORWOOD PARK,41379.31452694794,58331.386612694805,8.548499158518702
617,2022,OAKLAND,22148.278965746074,69963.22509237826,6.633340055980431
618,2022,OHARE,34819.787654757616,20728.94458949812,5.8324594864675365
619,2022,PORTAGE PARK,26782.779215016795,47940.54903541291,6.074121322542997
620,2022,PULLMAN,39322.79483078674,306879.8632957526,21.4793632245215
621,2022,RIVERDALE,40588.81706698241,92391.44316644114,9.345906630581867
622,2022,ROGERS PARK,23571.90082788901,67320.99927607535,6.684400635878858
623,2022,ROSELAND,34256.22562777589,54792.43100161222,7.422370966751554
624,2022,SOUTH CHICAGO,21751.36639394699,61186.8804748661,6.11480568771135
625,2022,SOUTH DEERING,39373.67826799464,87441.55300106139,9.830453272731601
626,2022,SOUTH LAWNDALE,39890.42115277674,63594.97976996701,8.632164892850204
627,2022,SOUTH SHORE,20166.288052991284,76193.91435071838,6.703143778632288
628,2022,UPTOWN,23255.003622563887,54960.39092970232,5.9884538707851975
629,2022,WASHINGTON HEIGHTS,40054.237672228264,51791.199980724494,8.026680983301201
630,2022,WASHINGTON PARK,18406.920874609164,61205.3883979591,5.675260289121326
631,2022,WEST ELSDON,50288.8075426228,33130.13902883923,8.383461463159088
632,2022,WEST ENGLEWOOD,29742.995547425024,34948.191629201276,5.774164273458441
633,2022,WEST GARFIELD PARK,33869.46974522796,60905.715035541456,7.696142652707422
634,2022,WEST LAWN,37184.880214077304,44122.679458638246,7.241512814344119
635,2022,WEST PULLMAN,26404.142483514763,48005.065369768054,6.135514677882132
636,2022,WEST RIDGE,21783.38144320799,66650.61230345958,6.411770484285489
637,2022,WEST TOWN,30675.78935665316,49755.83866019014,6.683223485126393
638,2022,WOODLAWN,41140.337917967976,30141.921389958723,9.859448608075818
