,year,community,Electricity,Gas,Greenhouse Gas
270,2018,AUSTIN,32816.58523940018,70417.31148074465,9.199710567939663
271,2018,AVALON PARK,19069.139326186778,43236.92426774543,5.469073593580043
272,2018,AVONDALE,43814.11868193363,48877.14466210639,9.885259498981753
273,2018,BELMONT CRAGIN,42822.6988357921,49030.13356317908,9.728464253828374
274,2018,BEVERLY,11811.962253331507,55882.43059624278,4.9327466061656216
275,2018,BRIDGEPORT,25942.354983171535,58073.30429753911,7.400253688484936
276,2018,BRIGHTON PARK,33954.67754618524,52496.83609915528,8.43721605054193
277,2018,BURNSIDE,13897.701612677516,48489.57889021366,4.887851461261595
278,2018,CALUMET HEIGHTS,92363.93320733137,85016.34942351872,19.88172095470871
279,2018,CHATHAM,53401.612438833654,48683.13732980699,11.469758336491662
280,2018,CHICAGO LAWN,32828.7961726719,323242.9744571399,22.63064643954519
281,2018,CLEARING,14221.585561254826,57116.87442685397,5.399413501556942
282,2018,DOUGLAS,26634.158437152346,388579.69242823974,25.900554347381473
283,2018,DUNNING,38528.373318040845,55113.39508574466,9.337236674341613
284,2018,EAST GARFIELD PARK,43279.32559029778,55199.74740769015,10.131932955489635
285,2018,EAST SIDE,21778.526287577744,61069.66173979972,6.867013845020475
286,2018,EDGEWATER,27863.133797564307,67612.44165560594,8.226658665343045
287,2018,EDISON PARK,28120.84891348769,62111.27584785629,7.977402706658793
288,2018,ENGLEWOOD,36617.38752865389,79582.82186687134,10.31899515895086
289,2018,FOREST GLEN,51279.84227133652,42495.76766194232,10.788116515452014
290,2018,FULLER PARK,21339.534960859757,66088.36407058511,7.06040675524555
291,2018,GAGE PARK,35728.60737022139,59589.50387247712,9.108949573821281
292,2018,GARFIELD RIDGE,72500.92621288594,64268.45608754514,15.47541601398605
293,2018,GRAND BOULEVARD,28417.64614856647,57588.913631877505,7.786396109064811
294,2018,GREATER GRAND CROSSING,30853.980366976022,80239.44137390403,9.39486056507132
295,2018,HEGEWISCH,65723.1866437644,94189.95539904275,15.937015647739495
296,2018,HERMOSA,33049.91041510407,50526.87306757946,8.181974754015728
297,2018,HUMBOLDT PARK,33231.17032102985,49581.05574199551,8.161940751567563
298,2018,HYDE PARK,24805.291580935176,90969.60197635824,9.73088775004355
299,2018,IRVING PARK,29373.96071508017,51892.13478150496,7.64312405245828
300,2018,JEFFERSON PARK,43149.81968832165,67480.71377336951,10.762742853504824
301,2018,KENWOOD,17820.319427438186,77658.05908107146,7.089438274634499
302,2018,LAKEVIEW,25186.445089177116,66640.82570970304,7.729723032772281
303,2018,LINCOLN PARK,32691.978814191367,65828.08634842314,8.935225189357666
304,2018,LINCOLN SQUARE,44724.60605774304,78015.1243956053,11.58438673858056
305,2018,LOGAN SQUARE,36955.69106379965,43889.24106541338,8.479341433090429
306,2018,LOOP,42629.57781491343,45409.70920607268,9.653746995765568
307,2018,LOWER WEST SIDE,37964.32575778908,47044.53404040483,8.81491147201668
308,2018,MCKINLEY PARK,63716.11300517108,42516.635394831945,12.858121422930047
309,2018,MONTCLARE,43216.89171530367,77106.98346564308,11.285452432425904
310,2018,MORGAN PARK,63115.61150270109,69492.48445533549,14.191133054187606
311,2018,MOUNT GREENWOOD,36201.034816546846,62730.44054560028,9.354444875089694
312,2018,NEAR NORTH SIDE,39484.83969171376,57672.37035893028,9.666437068187237
313,2018,NEAR SOUTH SIDE,32143.685448211905,53989.042689093105,8.21485098768457
314,2018,NEAR WEST SIDE,41775.43790219425,47983.18916920192,9.480751567084111
315,2018,NEW CITY,44113.504095912715,44819.65023575412,9.719439682505438
316,2018,NORTH CENTER,49861.90637510695,59321.88898819553,11.44598132990044
317,2018,NORTH LAWNDALE,35076.71922565219,142271.22949003393,13.392399167174066
318,2018,NORTH PARK,39710.93845147762,54576.55991829174,9.5051890926773
319,2018,NORWOOD PARK,50104.96222689652,127789.65869909711,15.123258335442689
320,2018,OAKLAND,22990.848943781417,60809.24189659227,7.054609973715733
321,2018,OHARE,60042.184996005795,38456.464059209626,12.122143245936359
322,2018,PORTAGE PARK,38335.2349309067,51858.31711225812,9.132058654322746
323,2018,PULLMAN,46183.197663447674,145894.88443380012,15.43224747360869
324,2018,RIVERDALE,39048.8452300406,83055.23976657644,9.624069688768605
325,2018,ROGERS PARK,32192.569004385954,62238.71269707157,8.6615185173039
326,2018,ROSELAND,38957.435739618406,120382.5411766245,12.875394536268983
327,2018,SOUTH CHICAGO,32485.7336616128,68845.43168147885,9.061215570715568
328,2018,SOUTH DEERING,39233.112922671644,79453.49496593066,10.74716639950813
329,2018,SOUTH LAWNDALE,46449.65887795123,70176.93843154,11.454988489226174
330,2018,SOUTH SHORE,20904.45271266989,92642.87208816796,8.398463541935577
331,2018,UPTOWN,24870.521831244358,64896.12815836172,7.584548221023489
332,2018,WASHINGTON HEIGHTS,47296.88251817667,65368.44380775299,11.340672182380354
333,2018,WASHINGTON PARK,15223.665300404804,94096.65834523515,7.530740546240566
334,2018,WEST ELSDON,51879.59014089231,34052.23790178975,10.439670890255263
335,2018,WEST ENGLEWOOD,46214.82935897929,49278.024930606,10.306014290461729
336,2018,WEST GARFIELD PARK,29681.633300999005,65748.38229311151,8.43015619138371
337,2018,WEST LAWN,56067.43558478241,42683.28491070158,11.594835631454382
338,2018,WEST PULLMAN,35541.226142469095,54592.77623743471,8.81239868278077
339,2018,WEST RIDGE,26793.712610819053,78443.75866643609,8.624132813093803
340,2018,WEST TOWN,35356.09869298939,61660.989034623824,9.157138160225152
341,2018,WOODLAWN,25700.671101008706,55960.267273101876,7.8854497775693115
342,2019,ALBANY PARK,30642.266414277743,42462.70106848598,7.35264095878717
343,2019,ARCHER HEIGHTS,36179.65897790943,34673.170682319564,7.860797315485719
344,2019,ARMOUR SQUARE,66355.62982439449,27594.679125326747,12.50484711627677
345,2019,ASHBURN,8879.60588363564,28639.09586426776,2.998525786902728
346,2019,AUBURN GRESHAM,20346.047787324685,56379.69047080018,6.379513898922994
347,2019,AUSTIN,31216.24676766144,64778.52585891534,8.557708812196791
348,2019,AVONDALE,45519.22800022215,58626.812735328785,10.681960405193488
349,2019,BELMONT CRAGIN,72123.10543273976,51407.87016796126,14.729194178873596
350,2019,BRIDGEPORT,45006.251725230795,110333.83906024763,13.347918988273541
351,2019,BRIGHTON PARK,56204.686046511626,49899.36395348837,12.001162790697673
352,2019,BURNSIDE,12429.247062643091,31559.75247275353,3.744255431101558
353,2019,CHATHAM,72351.08770776149,64238.735647042085,15.448906033004382
354,2019,CHICAGO LAWN,40839.64314064672,142469.6608706181,14.361628713691529
355,2019,DOUGLAS,35091.70682609753,573626.4322728051,41.36214593686144
356,2019,DUNNING,104421.26561683114,67763.44010486019,20.45882706764417
357,2019,EAST GARFIELD PARK,47025.75364378026,51895.0759934998,10.57984081476982
358,2019,EAST SIDE,13520.709468982413,71563.33289967259,6.050651575272664
359,2019,EDGEWATER,29616.703682029758,76842.66440377322,9.008550253297358
360,2019,EDISON PARK,12968.351822503962,72092.40183130832,5.986969536890298
361,2019,ENGLEWOOD,36071.87212355675,51964.87177281126,8.76129659644313
362,2019,FOREST GLEN,79812.32894736843,2477.669956140351,13.408991228070176
363,2019,GARFIELD RIDGE,142743.72535192245,108146.67741532272,29.49140051963053
364,2019,GRAND BOULEVARD,32809.16775587855,62957.44824691564,8.766516843023311
365,2019,GREATER GRAND CROSSING,34543.990585009495,91004.5869834096,10.580526423859016
366,2019,HERMOSA,6457.151834340775,5898.253935005087,1.3869770782213178
367,2019,HUMBOLDT PARK,37818.16469905835,64370.97963416762,9.71080313965095
368,2019,HYDE PARK,31422.61748191891,43043.76855112493,10.211579622979249
369,2019,IRVING PARK,47667.19090500762,59802.47791012546,11.106614517641328
370,2019,JEFFERSON PARK,63907.05364576902,88114.59895772976,15.312661046465607
371,2019,KENWOOD,15664.138952212343,52270.730496898,5.382168281185869
372,2019,LAKEVIEW,25850.31652184827,68024.58516780751,7.913595109209695
373,2019,LINCOLN PARK,36916.46401347399,64139.626927514975,9.548324536017995
374,2019,LINCOLN SQUARE,31499.164395598822,76764.61450552972,9.31763953202001
375,2019,LOGAN SQUARE,43227.11391109504,49163.86736566009,9.799670269182117
376,2019,LOOP,48073.741974487086,104518.1606889523,13.657620988354113
377,2019,LOWER WEST SIDE,54248.35519840827,43015.29954543935,11.309883543900838
378,2019,MCKINLEY PARK,108464.54315539013,51910.96921601629,20.80165318148732
379,2019,MONTCLARE,41010.3050462731,57574.85737743515,9.880649815571667
380,2019,MORGAN PARK,112441.20129392859,160331.98172313132,27.22226297799422
381,2019,MOUNT GREENWOOD,40676.793808959854,31806.432664951473,8.45686827023863
382,2019,NEAR NORTH SIDE,43641.26357695328,56198.86678473955,10.278629888757118
383,2019,NEAR SOUTH SIDE,35874.57614727966,52823.888269300056,8.773994296626244
384,2019,NEAR WEST SIDE,42340.36879624627,50114.056909208935,9.617212998979737
385,2019,NEW CITY,58376.38143726982,41995.917650665746,11.942460698881685
386,2019,NORTH CENTER,48399.45856161864,62711.769692379676,11.382734495078878
387,2019,NORTH LAWNDALE,25314.365571493414,51441.39572201257,6.934895095205398
388,2019,NORTH PARK,53875.35497843686,61911.78115992928,12.187683813920852
389,2019,NORWOOD PARK,65121.39473807269,223949.23264497356,22.728746782069518
390,2019,OAKLAND,24434.411948464047,35242.54396534039,5.936684279139639
391,2019,OHARE,52716.71208515564,34803.33916305715,11.6409479671632
392,2019,PORTAGE PARK,56106.16431104898,53041.403194480015,12.151203588658165
393,2019,PULLMAN,52499.42793813257,41622.258259041344,10.94414655214564
394,2019,ROGERS PARK,31640.566054191535,66348.2235977908,8.787835010643956
395,2019,ROSELAND,35281.691896121825,45014.21700397881,8.260621355176186
396,2019,SOUTH DEERING,62312.96351199157,59517.22099651856,13.527952562687362
397,2019,SOUTH LAWNDALE,39766.101017712994,99870.25482101348,11.927576103098609
398,2019,SOUTH SHORE,16753.367173730054,109383.84581677338,8.57891394474611
399,2019,UPTOWN,26542.539379385962,75927.91519486009,8.421407055660737
400,2019,WASHINGTON HEIGHTS,54296.000383524035,64114.582574621774,12.43826428025337
401,2019,WASHINGTON PARK,16267.54236120768,71195.23798014669,6.488047042592787
402,2019,WEST ELSDON,113794.55907575507,35842.905984766585,20.83457164946611
403,2019,WEST ENGLEWOOD,136509.8160672524,79424.37582959358,26.929397636053345
404,2019,WEST GARFIELD PARK,53589.182654812044,111435.42544064888,14.833879270004678
405,2019,WEST LAWN,46872.314849580434,48678.27290995063,10.383458926260753
406,2019,WEST RIDGE,22230.313733119852,77911.1610129827,7.836558880244757
407,2019,WEST TOWN,46443.7829391616,61349.59731127689,10.978266863997145
408,2019,WOODLAWN,30611.3034233458,39136.84931029677,8.757836037963258
409,2020,ALBANY PARK,22425.613542156076,48087.68379472951,6.054046827974047
410,2020,ARCHER HEIGHTS,62244.82584774295,41394.241311732585,11.913071823233746
411,2020,ARMOUR SQUARE,26602.06663537881,46695.397354730165,6.631994799353246
412,2020,ASHBURN,23423.503498112426,42294.31217395858,5.902185486773912
413,2020,AUBURN GRESHAM,24730.316041909202,54391.20278857944,6.748532009744163
414,2020,AUSTIN,26844.792758468484,55593.04121088571,7.1424780332910025
415,2020,AVALON PARK,20303.280454546046,41473.303657145676,5.371645401403518
416,2020,AVONDALE,33551.23053075092,42655.76624332112,7.501895658017488
417,2020,BELMONT CRAGIN,31721.08019917906,43435.60022624923,7.25779225928292
418,2020,BEVERLY,9588.656054052033,38349.26762986325,3.5328288809384305
419,2020,BRIDGEPORT,21266.12060199444,58443.1313350047,6.423293715109847
420,2020,BRIGHTON PARK,31017.112939765586,42586.70334065525,7.102802823655204
421,2020,BURNSIDE,18805.95666020202,47830.23612720054,5.475551316687218
422,2020,CALUMET HEIGHTS,50337.24099691188,55879.091576559425,10.824357840332373
423,2020,CHATHAM,42824.73550115911,67007.4495361334,10.24287290275218
424,2020,CHICAGO LAWN,22715.753059528048,76484.1911875323,7.60770301950006
425,2020,CLEARING,20052.347807051767,58968.76197589048,6.261770612455944
426,2020,DOUGLAS,27038.56053732028,250725.15990591914,20.18340218304634
427,2020,DUNNING,31884.21049709369,45623.006838192225,7.399462371723903
428,2020,EAST GARFIELD PARK,33620.17318186437,52635.672700150266,8.042838718706404
429,2020,EAST SIDE,24832.00696179432,68348.83391035476,7.506146802994915
430,2020,EDGEWATER,23668.55037741087,60731.52609335889,6.919658419893915
431,2020,EDISON PARK,17415.877812963612,46950.10701870073,5.211431631568332
432,2020,ENGLEWOOD,27534.645501460676,60831.47591335079,7.528416824782787
433,2020,FOREST GLEN,28276.27692651187,38381.66415747688,6.451879455852891
434,2020,FULLER PARK,27333.273645829322,47733.399112697,6.801384425141794
435,2020,GAGE PARK,26715.77589060782,52847.9830228344,6.97657079764652
436,2020,GARFIELD RIDGE,52858.665682548395,71142.57311521281,12.028235815403017
437,2020,GRAND BOULEVARD,27398.28456881022,55950.04684396604,7.247814284398495
438,2020,GREATER GRAND CROSSING,23529.368957038958,65426.05518845715,7.1473665016993255
439,2020,HEGEWISCH,42481.5165193079,67887.74696691653,10.236097276641672
440,2020,HERMOSA,24598.265962819794,43918.33267631318,6.171785716748642
441,2020,HUMBOLDT PARK,26885.343335840673,45309.44666236441,6.602526307685737
442,2020,HYDE PARK,25488.43313663229,46129.09647521159,7.970767880817909
443,2020,IRVING PARK,22372.500182873755,50710.14403186949,6.185112018292244
444,2020,JEFFERSON PARK,43017.024388635225,72599.95899385624,10.569932378070153
445,2020,KENWOOD,17369.94969128818,64681.46665485121,6.146503906462355
446,2020,LAKEVIEW,21789.49153151981,66311.10355369729,6.922803913588795
447,2020,LINCOLN PARK,29654.00084782725,54392.783276886315,7.517149967753153
448,2020,LINCOLN SQUARE,29874.808329360814,60972.69850317988,7.901032016934418
449,2020,LOGAN SQUARE,28258.993660187854,45184.97182443585,6.799923440335335
450,2020,LOOP,34646.94675678134,36680.32642575625,7.426418933792165
451,2020,LOWER WEST SIDE,27806.950366064983,39460.536098356344,6.435817472460617
452,2020,MCKINLEY PARK,27179.885717110472,36791.050892320156,6.196205495002944
453,2020,MONTCLARE,31790.58420410011,52691.03450331949,7.760168029849327
454,2020,MORGAN PARK,27614.177719018306,63034.34226234199,7.658091971866299
455,2020,MOUNT GREENWOOD,28999.483725875576,50390.897808312926,7.202470722512439
456,2020,NEAR NORTH SIDE,31455.173986004673,43455.82508367342,7.240814094667596
457,2020,NEAR SOUTH SIDE,26720.112946984496,44482.305451327535,6.532798737404691
458,2020,NEAR WEST SIDE,32997.66766037536,36999.16870940933,7.0937748754427306
459,2020,NEW CITY,34793.93901153682,43962.20418384949,7.765288768477391
460,2020,NORTH CENTER,36077.10367885576,52778.164497434576,8.43383530210917
461,2020,NORTH LAWNDALE,26248.821444654397,50450.08833110335,6.776229359496416
462,2020,NORTH PARK,33642.15575762584,45168.32092009186,7.649529166992291
463,2020,NORWOOD PARK,43476.39491830216,114870.72110761149,12.88668447698377
464,2020,OAKLAND,20361.89538669834,64877.83567025537,6.623867732133192
465,2020,OHARE,33661.40341416473,27463.722156526426,7.114712515697234
466,2020,PORTAGE PARK,42633.75291253042,48569.56236881643,9.233605505153463
467,2020,PULLMAN,42610.2756223512,114632.68804679438,12.738823347628836
468,2020,RIVERDALE,29164.044843862303,74321.46803713214,8.130101001345507
469,2020,ROGERS PARK,26754.029889209734,66907.3550548047,7.729274111120397
470,2020,ROSELAND,28069.8929368371,102981.89080201348,9.850607166466851
471,2020,SOUTH CHICAGO,24038.5928850141,53856.645180166815,6.612094733595622
472,2020,SOUTH DEERING,34737.99429400653,71885.17783307315,9.239683000755198
473,2020,SOUTH LAWNDALE,39839.654244139354,68128.46641196327,9.83665621897138
474,2020,SOUTH SHORE,20296.16957734826,80867.84524791212,7.462847479396361
475,2020,UPTOWN,22611.16859194495,60789.89129926104,6.762065510018326
476,2020,WASHINGTON HEIGHTS,40392.50366295648,58258.2933027937,9.398394824280446
477,2020,WASHINGTON PARK,20088.408387815205,63516.42991338389,6.508959357673629
478,2020,WEST ELSDON,51840.26617971345,37020.60731052064,10.056772937335204
479,2020,WEST ENGLEWOOD,34137.853763428466,47541.87618100447,7.85310038522284
480,2020,WEST GARFIELD PARK,25954.132580183083,72658.42534233294,7.909788277952954
481,2020,WEST LAWN,33705.830116175144,33679.3488027977,7.049159009643658
482,2020,WEST PULLMAN,24344.627169502965,47444.45272011609,6.319441850976597
483,2020,WEST RIDGE,20760.24028164485,68005.79134085847,6.852101097637107
484,2020,WEST TOWN,31516.552591471493,50864.029339522196,7.620392685353464
485,2020,WOODLAWN,31122.92456031307,47513.78525398433,8.807102635449516
486,2021,ALBANY PARK,24970.570280066215,44824.29495974766,5.947095310804587
487,2021,ARCHER HEIGHTS,66898.73319966723,57346.01038392547,12.600903817227428
488,2021,ARMOUR SQUARE,32297.690172545328,45441.080586665674,7.026512089444533
489,2021,ASHBURN,26475.74597041674,43051.16090040732,6.068123934112784
490,2021,AUBURN GRESHAM,22266.089421954264,57546.25665700765,6.229746800638575
491,2021,AUSTIN,29996.160750327934,64515.084502510006,7.7109518493902875
492,2021,AVALON PARK,14522.352696507052,34449.495438688406,3.9039106258957355
493,2021,AVONDALE,41395.82209397521,50259.540896910206,8.581577657061587
494,2021,BELMONT CRAGIN,31249.12021457906,47234.317461391525,6.972053622231645
495,2021,BEVERLY,31502.321229985246,20169.47169623157,5.57076539893837
496,2021,BRIDGEPORT,17954.16683025011,67804.9912426093,6.165615831896508
497,2021,BRIGHTON PARK,36408.15215839715,42841.07879914178,7.475640487063463
498,2021,BURNSIDE,12092.388312677853,39732.273865244366,3.8377210032810334
499,2021,CALUMET HEIGHTS,43857.82426675228,49076.40918719756,8.870588494781073
500,2021,CHATHAM,51403.02934944029,52990.49797550227,10.156418214522638
501,2021,CHICAGO LAWN,26421.674782524045,40223.76109610865,5.9101979303666585
502,2021,CLEARING,12098.831034031018,53177.36740801951,4.5529209033285305
503,2021,DOUGLAS,27412.925236118917,83079.56496563047,25.639541126114406
504,2021,DUNNING,29102.578699302718,42883.51876375335,6.434422166768878
505,2021,EAST GARFIELD PARK,44962.53503975015,45040.8954730249,8.814377711883674
506,2021,EAST SIDE,21905.117050361983,63658.76632175051,6.509820348220603
507,2021,EDGEWATER,26188.277485067403,50156.91544913808,6.4044338144775255
508,2021,EDISON PARK,20243.235770366206,42934.808063157645,5.172027737019935
509,2021,ENGLEWOOD,35822.846195516184,55563.734036015856,8.067844099303908
510,2021,FOREST GLEN,18346.16850598309,22866.411494896736,3.8349947078472537
511,2021,GAGE PARK,35368.2335258572,47436.90067030563,7.571122738660039
512,2021,GARFIELD RIDGE,47994.56941166678,60335.13894959347,10.059819741271111
513,2021,GRAND BOULEVARD,30523.223646117392,57031.98710356737,7.3885869108722915
514,2021,GREATER GRAND CROSSING,22574.395544271592,56803.97128197383,6.241494618534825
515,2021,HEGEWISCH,48465.96215510456,78697.80874784179,11.102608385927839
516,2021,HERMOSA,31593.865775133738,46153.53753083026,6.963684316337576
517,2021,HUMBOLDT PARK,30268.622751834933,38507.09250827267,6.372547992766063
518,2021,HYDE PARK,29394.556017228006,38873.661470074105,8.965446859039101
519,2021,IRVING PARK,21148.847732537037,47365.99737887819,5.536469197481436
520,2021,JEFFERSON PARK,38577.44299055756,66909.81586242521,9.063755236951417
521,2021,KENWOOD,17552.104311962437,64825.50952057402,5.950064983134934
522,2021,LAKEVIEW,23317.906908314955,49509.34595861103,5.963406679763499
523,2021,LINCOLN PARK,30640.158293472887,49344.00765190862,6.997165658301997
524,2021,LINCOLN SQUARE,37153.53030912265,58506.60205944699,8.375689454044473
525,2021,LOGAN SQUARE,30308.08443873752,40601.34336212614,6.4823065067368315
526,2021,LOOP,41214.82326742526,29788.08173061071,7.588077122956098
527,2021,LOWER WEST SIDE,44300.406706527414,36912.31320049332,8.28795359503641
528,2021,MCKINLEY PARK,50456.16899544029,47704.10937030517,9.740631261442333
529,2021,MONTCLARE,31902.575904653735,58279.541171234436,7.6518831496739965
530,2021,MORGAN PARK,47030.10907038514,73142.56564569284,10.602285700825574
531,2021,MOUNT GREENWOOD,31472.32856753778,43704.35570594009,6.816456050170626
532,2021,NEAR NORTH SIDE,34376.61143968132,40217.98356429563,7.072162768059462
533,2021,NEAR SOUTH SIDE,27438.40309375223,39375.76956009803,6.0102192470747156
534,2021,NEAR WEST SIDE,36001.933335921014,32828.837243307535,6.9083838250820415
535,2021,NEW CITY,36867.737661601015,45605.79557981594,7.687987374196904
536,2021,NORTH CENTER,34934.72150873096,47771.94475753179,7.527138804042171
537,2021,NORTH LAWNDALE,25914.257454630446,39462.97792565666,5.797363679863644
538,2021,NORTH PARK,37955.10997751513,44633.746182573006,7.791883004615021
539,2021,NORWOOD PARK,40941.891324091746,53485.81544546329,8.68840236992007
540,2021,OAKLAND,21734.798226101993,45698.1909254477,5.531677030792785
541,2021,OHARE,33224.6210716118,19399.173651430167,5.775828371448638
542,2021,PORTAGE PARK,25234.31105034574,50171.1392818307,6.26917482074963
543,2021,PULLMAN,41499.27708252709,167855.21070807692,14.842849540752384
544,2021,RIVERDALE,20453.63726955655,92405.1230415767,7.829541050766761
545,2021,ROGERS PARK,29507.344838854482,62040.82089672928,7.5096812321061375
546,2021,ROSELAND,34260.38452548585,45327.2761609915,7.300808994832672
547,2021,SOUTH CHICAGO,19717.14750515117,26349.752070728835,4.21578090342948
